sid,age,gender, race,education,religion,politics,income,percentile,tax,award_satisfied,award_dist_fair,result_satisfied,result_dist_fair,rationale,group_feel,network_type,group,status,batch
1155,38.0,M,W,AS,CA,-2.0,3.0,70.0,15.0,-2.0,-2.0,-2.0,-2.0,I voted for the highest tax rate because there was such a large gap between the initial scores that it made sense to try to even them out,I feel like the other group members did not understand that a higher tax rate would help them rather than hurt them.,repr,7,P,1
1156,32.0,F,W,BA,NR,-1.0,3.0,75.0,10.0,-2.0,-2.0,-1.0,-1.0,I wanted everyone to end up equal.,I don't understand why the others with a lower score didn't try to make things more equal.,repr,7,P,1
1157,42.0,F,W,BA,PR,1.0,1.0,90.0,12.0,-2.0,-2.0,-2.0,-1.0,"I didn't fully understand how much money I would make, so I was trying to have the taxable income lower so I wouldn't be left with nothing at the end.",I wonder if they are actually real people or not.,repr,7,P,1
1158,,,,,,,,,,,,,,,,repr,7,R,1
1159,28.0,F,B,BA,O,-1.0,3.0,70.0,8.0,-2.0,-2.0,-2.0,-1.0,I tried to choose higher percentages to get more from the people with higher scores.,"I think the people with lower scores, me included, should have voted higher to get more from those with higher scores.",repr,7,P,1
1160,49.0,M,W,BA,O,0.0,4.0,20.0,5.0,0.0,0.0,0.0,0.0,Personal opinion,No opinion,repr,7,R,1
1161,,,,,,,,,,,,,,,,repr,7,P,1
1162,43.0,F,B,AS,PR,-1.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,Try to be as fair as possible,it was ok,repr,7,P,1
1163,30.0,M,H,HS,NR,,2.0,20.0,,0.0,0.0,1.0,2.0,To see how I work with others,It was an interesting take and hope to contribute more.,repr,7,P,1
1164,22.0,M,W,BA,NR,0.0,1.0,75.0,3.0,-1.0,-1.0,-1.0,-1.0,I tried to go higher in increments each round but the after the second I realized others weren't.,Neutral,repr,7,P,1
1165,31.0,F,W,MA,NR,-1.0,2.0,60.0,15.0,2.0,-1.0,2.0,-1.0,To try and maintain my income but still contribute,"I don't have any feelings, I know that peoples intentions to end with a good income was a driving force for decision making",repr,7,R,1
1166,40.0,M,W,AS,NR,-2.0,4.0,42.0,8.0,1.0,-2.0,1.0,1.0,I tried to make it fair across the board.,"They seemed to have a small desire for parity, but it could have been more.",repr,7,R,1
1167,23.0,M,W,MA,NR,1.0,4.0,20.0,20.0,-2.0,-2.0,-2.0,-2.0,Most had hardly any points whereas some had alot. It was in my best interest to tax at 100% to maximize my points. I wouldn't feel this way if the rules were reversed,They were greedy but their decisions were understandable as i would do the same. If i had more points on average i would pick a zero tax rate,repr,7,P,1
1168,53.0,M,W,AS,NR,-2.0,3.0,40.0,15.0,2.0,-1.0,1.0,1.0,I wanted to keep the tax rate low so that I could keep more of my initial allocation.,"I think that other group members probably voted in a way that would maximize their earnings or minimalize their losses through taxes, and that's OK by me. Everybody is self-interested to some degree, or they should be in my opinion.",repr,7,R,1
1169,31.0,M,W,MA,CA,2.0,5.0,40.0,10.0,1.0,1.0,2.0,2.0,"I tried to keep the tax as low as possible, as I had a high initial score compared to others in the group.",I feel they were mostly in line with my decision; the tax rate was relatively low.,segr,8,P,1
1170,45.0,M,W,BA,CA,1.0,4.0,20.0,10.0,0.0,1.0,1.0,1.0,To contribute to decision making,They were right in their decisions.,segr,8,P,1
1171,,,,,,,,,,,,,,,,segr,8,R,1
1172,35.0,M,W,MA,NR,-2.0,5.0,25.0,20.0,2.0,1.0,2.0,2.0,I wanted to redistribute the points as much as possible.,I wish they had chosen a higher tax rate.,segr,8,R,1
1173,24.0,F,W,AS,PR,-2.0,4.0,30.0,15.0,2.0,1.0,2.0,1.0,I felt satisfied with my score and wasn't too concerned about it dropping so I never changed my answer and it seemed like everyone else was satisfied too since it never wavered much,"I felt pretty good, there wasn't too much indecisiveness I guess and everyone was consistent",segr,8,R,1
1174,32.0,M,W,BA,JE,0.0,6.0,10.0,20.0,2.0,0.0,2.0,1.0,Less tax is better for everyone even if it doesn't create more quality,I wish they didn't want a tax we'd all be better off,segr,8,P,1
1175,27.0,M,W,BA,NR,-2.0,3.0,70.0,10.0,0.0,0.0,0.0,0.0,Get the least taxed number,They did their job fine,segr,8,R,1
1176,37.0,M,W,HS,NR,-1.0,3.0,70.0,20.0,-1.0,1.0,0.0,-1.0,I did not want some others to get too far ahead of me in points.,I don't remember seeing the decisions of the others only my own.,segr,8,P,1
1177,28.0,F,W,BA,NR,-1.0,6.0,20.0,15.0,-1.0,-2.0,2.0,2.0,Tried to keep the tax rate low to increase personal final score,I expected the tax rate to be lower than 20% but i'm not overly suprised and I think it's a fair outcome,segr,8,P,1
1178,32.0,F,W,BA,NR,-1.0,3.0,60.0,15.0,2.0,1.0,1.0,0.0,"It said that there were more participants and I only got to see 8. I am assuming there were a lot more people with very low initial scores. The people I saw had high ones. I thought that if I put a high tax rate, it would get more bonus money to the people with the lower initial scores. I wanted it to be more fair to them. Like this study is meant to mimic real life scenarios and all but it's also a really small amount of money. I didn't mind 'losing' a little to get some more to others",I understand why the final rate wound up so low but I wanted it to be higher,segr,8,R,1
1179,,,,,,,,,,,,,,,,segr,8,R,1
1180,,,,,,,,,,,,,,,,segr,8,P,1
1181,40.0,M,W,BA,NR,,3.0,,,-2.0,-2.0,-2.0,-2.0,,,segr,8,P,1
1182,41.0,M,W,BA,NR,1.0,4.0,30.0,15.0,-2.0,-1.0,-2.0,-1.0,"I don't know if these were real people or not, but if they were, they were idiots.  Who would willingly vote for ANY tax in a simulation where we were receiving bonuses and the tax didn't actually go anywhere or pay for anything when 0 was an option?  I would never vote for anything but 0 in this scenario.","I suspect they were not real people.  But if they were, they were idiots.  Any vote other than 0 made no sense.",segr,8,P,1
1183,21.0,F,W,BA,PR,1.0,4.0,80.0,5.0,0.0,0.0,1.0,0.0,"It made sense to me. Based on the scores and equations we were given, my percentages seemed normal.",I feel neutral.,segr,8,P,1
1184,,,,,,,,,,,,,,,,segr,8,P,1
1185,43.0,O,W,HS,NR,-2.0,1.0,95.0,20.0,0.0,0.0,0.0,0.0,,,segr,8,R,1
1186,34.0,F,H,HS,CA,-1.0,2.0,25.0,3.0,1.0,0.0,0.0,1.0,I wanted to lower the tax overall for everyone.,I think they could have done a way better job.,segr,8,R,1
1187,39.0,F,W,BA,NR,-1.0,5.0,30.0,20.0,0.0,0.0,0.0,0.0,Gut feeling,Pretty neutral overall,segr,8,P,1
1188,49.0,M,W,BA,NR,-1.0,6.0,20.0,40.0,0.0,0.0,0.0,0.0,"No real reason, I just picked a number that seemed reasonable.","No opinion, it seemed more voted for less tax in order to maximize return?",segr,8,P,1
1189,31.0,M,W,MA,NR,-2.0,3.0,60.0,25.0,0.0,0.0,1.0,1.0,I was trying to get the highest possible final score for everyone without cutting into the initial score too much. I voted for higher taxes since that would give a higher overall benefit that would hopefully offset the taxes taken out.,Their decisions were fine. The final tax rate was better than I expected it to be.,segr,8,P,1
1190,31.0,F,W,AS,NR,-1.0,3.0,65.0,,0.0,0.0,0.0,0.0,,,segr,8,R,1
1191,40.0,F,W,HS,NR,-1.0,1.0,68.0,8.0,1.0,2.0,2.0,2.0,I tried to think what the others might think,good,segr,8,P,1
1192,35.0,M,W,BA,CA,1.0,6.0,88.0,5.0,-1.0,0.0,0.0,0.0,I just took a guess,No idea!,segr,8,P,1
1193,35.0,M,W,MA,BU,2.0,4.0,65.0,15.0,-2.0,-2.0,-2.0,-2.0,I wanted to keep it fair for all.,"I am not really happy, but can't complain too much.",poor,9,P,1
1194,48.0,F,W,HS,PR,-1.0,4.0,50.0,4.0,1.0,2.0,1.0,1.0,I tried to look at things and be fair.,I think everyome did what they thought was right.,poor,9,R,1
1195,38.0,M,W,BA,NR,-2.0,4.0,50.0,20.0,0.0,-1.0,0.0,1.0,Kept it as close to average as I could,I think they approached it more from a team than self involved,poor,9,P,1
1196,28.0,M,W,MA,NR,-1.0,5.0,20.0,20.0,-2.0,-2.0,-2.0,-2.0,I was trying to get a good gauge on what others were voting and how I could predict their votes in the future.,I think it was pretty balanced.,poor,9,P,1
1197,23.0,M,H,BA,PR,0.0,2.0,75.0,0.0,-2.0,0.0,-2.0,0.0,I wanted to maximize my potential bonus,"I do not care for them as individuals, and I do not like their voting choices",poor,9,R,1
1198,26.0,O,A,BA,NR,-2.0,3.0,65.0,40.0,0.0,0.0,1.0,0.0,"To just obtain the highest number of points at the end, because the initial allotments were random.","It was fine, I think a lot of people decided based on what they thought income taxes should be, but taxes aren't always exactly redistributed to everyone.",poor,9,P,1
1199,38.0,M,W,MA,NR,-1.0,5.0,12.0,33.0,-1.0,-1.0,-1.0,-2.0,Well it was random who got what. The income should be distribute fairly.,I think they voted too low on the tax rates.,poor,9,P,1
1200,,,,,,,,,,,,,,,,poor,9,R,1
1201,21.0,F,A,BA,MU,-1.0,2.0,80.0,3.0,0.0,1.0,1.0,-1.0,"Seeing what other participants did, going with the flow.",I feel good,poor,9,R,1
1202,20.0,M,A,AS,NR,0.0,1.0,85.0,6.0,-1.0,-1.0,-1.0,-1.0,"I feel like a high tax rate is unfair to all in general, so I did not want to go any higher. However when seeing my score relative to others I felt that it wouldn't hurt to share a bit.","I feel like they were alright, its a hard to make decision.",poor,9,P,1
1203,22.0,F,W,BA,PR,-1.0,4.0,30.0,10.0,1.0,1.0,1.0,1.0,To save myself money,I understand their decisions.,poor,9,R,1
1204,69.0,M,W,AS,NR,-2.0,3.0,60.0,35.0,2.0,-2.0,1.0,-2.0,There is no reason for a wide spread of compensation when everyone is doing the same task.,I assume that the other 2 high initial score people did not want to tax themselves very much.,poor,9,R,1
1205,38.0,F,B,MA,O,0.0,,15.0,19.0,1.0,1.0,0.0,0.0,I tried to vote low in case others decided to put a high rate,I think it’s very interesting survey and I feel fine about everyone’s decision,poor,9,R,1
1206,77.0,M,W,HS,PR,2.0,2.0,85.0,17.0,-2.0,2.0,1.0,2.0,,,poor,9,P,1
1207,45.0,M,W,AS,NR,-1.0,3.0,30.0,20.0,-2.0,-2.0,-2.0,-2.0,"I thought if we went higher with the tax, there would be better redistribution of funds .",It's understandable. It's like real life people want to do what's best for themselves individually and not collectively for the group.,poor,9,P,1
1208,44.0,F,W,MA,NR,-1.0,5.0,25.0,24.0,-1.0,-1.0,-1.0,-1.0,I wanted to try to get my points higher,I think everyone else was also trying to get their points higher. And the two people with high scores were picking like a 2% tax rate to maximize their points.,poor,9,P,1
1209,43.0,M,W,HS,PR,-2.0,1.0,90.0,15.0,1.0,1.0,1.0,1.0,I was trying to be fair,I mostly agreed with them,poor,9,P,1
1210,45.0,M,H,HS,PR,0.0,2.0,60.0,15.0,0.0,0.0,1.0,0.0,I wanted to keep the rate low and see what everyone else would vote for.,"I feel neutral about them. If they were even real people at all, their decisions were theirs to make.",poor,9,P,1
1211,,,,,,,,,,,,,,,,poor,9,P,1
1212,49.0,F,W,AS,O,2.0,6.0,30.0,0.0,1.0,1.0,0.0,0.0,I based it on numbers and tried to think of how others would vote,They probably voted the same way. Tried to be fair in voting.,poor,9,P,1
1213,37.0,F,A,MA,NR,-1.0,6.0,35.0,10.0,-1.0,-1.0,0.0,-1.0,"Since my score was a lot lower than some people, I feel like the tax rate should be higher.",I felt like we came to a good conclusion.,poor,9,P,1
1214,,,,,,,,,,,,,,,,poor,9,P,1
1215,23.0,F,A,AS,PR,-1.0,3.0,60.0,10.0,0.0,0.0,0.0,0.0,I wanted to keep a lower tax rate since the money I have are continuously decreasing with each round.,I feel like each member are voting for the best tax rate that will either benefit themselves or keep their lost at a minimum.,poor,9,R,1
1216,,,,,,,,,,,,,,,,poor,9,R,1
1217,21.0,M,A,HS,NR,-1.0,3.0,43.0,6.0,-1.0,0.0,-1.0,-1.0,Because I was at such a low score I was punching up the entire game. I had to vote carefully.,"The voting did not exactly favor me, but I understand that they are doing what’s best for themselves.",rich,10,P,1
1218,50.0,F,W,MA,CA,1.0,4.0,50.0,5.0,2.0,-1.0,1.0,0.0,I was trying to keep things on the lower side.,I don't really have any strong feelings one way or another.,rich,10,R,1
1219,33.0,M,W,AS,PR,1.0,6.0,20.0,10.0,-2.0,-2.0,0.0,-2.0,I voted lower at first because Im opposed to high taxes even though I received a lower score. After it kept increasing I raised it to 50% since thats where other people were comfortable.,70% tax is insane and people are greedy,rich,10,P,1
1220,34.0,M,H,BA,NR,-2.0,4.0,50.0,20.0,-2.0,-2.0,-1.0,-2.0,"I had a low initial score, so I wanted to equalize the scores fore veryone","I did not really like it, but at the end it rose significantly",rich,10,P,1
1221,54.0,F,W,AS,NR,-1.0,3.0,69.0,15.0,0.0,0.0,2.0,0.0,It was free for us all. We are all doing the same work exactly. Why not be aid the same?,Fine. They have their reasons.,rich,10,R,1
1222,49.0,M,A,MA,NR,1.0,6.0,15.0,20.0,1.0,0.0,-1.0,0.0,I chose an arbitrarily low rate initially and then moved towards the group median in subsequent rounds to reflect the consensus.,I have neutral feelings toward the other group members but was somewhat surprised by the level of the final rate.,rich,10,R,1
1223,39.0,M,W,BA,CA,1.0,6.0,10.0,20.0,-1.0,-1.0,-1.0,-1.0,I was trying to vote in a way that maximized my benefit without hurting the group,I think they were voting in a similar way to me. I am a little unsatisfied that they had higher scores than me but sometimes such things are not distributed evenly.,rich,10,P,1
1224,33.0,M,W,MA,NR,-2.0,3.0,60.0,15.0,-2.0,-2.0,-1.0,-1.0,To get my number up,They voted to maximize there profit.,rich,10,P,1
1225,43.0,F,W,MA,PR,1.0,3.0,75.0,10.0,0.0,0.0,0.0,0.0,I tried to consider the lower amounts and take percentage to benefit them without obliterating myself.,Fine,rich,10,R,1
1226,32.0,M,W,AS,NR,1.0,5.0,30.0,0.0,1.0,0.0,-1.0,0.0,Trying to make the best decision as a whole,I believe we all chose what we felt was correct,rich,10,R,1
1227,,,,,,,,,,,,,,,,rich,10,R,1
1228,55.0,M,W,HS,NR,-2.0,3.0,70.0,10.0,0.0,0.0,0.0,0.0,I really didn't understand it honestly,Didn't really pay attention to their decisions since it didn't make much sense anyway,rich,10,R,1
1229,34.0,F,W,AS,CA,1.0,4.0,35.0,5.0,-2.0,-2.0,-2.0,-2.0,I started out with very little compared to others so was trying to tax at a higher rate to make it more fair.,I feel like it’s unfair that others got almost double the bonus for doing the same amount of work.,rich,10,P,1
1230,31.0,M,W,BA,NR,-1.0,6.0,15.0,20.0,-1.0,0.0,0.0,0.0,I figured 50% would more or less be in the middle each time as the higher values individuals would vote lower and lower would vote higher.,"Votes are in line with expectations, no feelings either way.",rich,10,P,1
1231,,,,,,,,,,,,,,,,rich,10,P,1
1232,29.0,M,W,BA,NR,-1.0,4.0,40.0,8.0,-2.0,-2.0,1.0,1.0,I wanted to maximize my bonus so I chose the highest voting percent possible hoping others would as well.,I think their voting decisions were fair.,rich,10,P,1
1233,34.0,M,W,HS,PR,0.0,2.0,50.0,5.0,-2.0,-2.0,-2.0,-2.0,I wanted to balance the scores.,My group members seemed a bit selfish.,rich,10,P,1
1234,38.0,M,O,MA,O,-1.0,6.0,10.0,34.0,2.0,-1.0,0.0,1.0,I wanted to balance giving some of my earnings to others with keeping some of the advantageous starting position.,I thought that votes were probably fair. Some had a very poor starting point.,rich,10,R,1
1235,28.0,M,W,BA,NR,-1.0,6.0,35.0,20.0,-1.0,-1.0,0.0,1.0,"Since the initial scores were random, It seemed reasonable to make the final payouts close to an even distribution. I chose 70% in order to mostly distribute the scores, but still allow anyone that got a high score to retain a little extra.","It makes sense that most players would want to choose a lower percentage, since only 2 individuals received a much lower score.",rich,10,P,1
1236,57.0,F,W,AS,CA,1.0,3.0,80.0,20.0,-2.0,-1.0,-1.0,0.0,I had such a low score I wanted it to be a lower tax.,indifferent,rich,10,P,1
1237,40.0,F,W,MA,PR,-1.0,6.0,10.0,30.0,0.0,0.0,0.0,0.0,I wanted more money,fine,rich,10,P,1
1238,31.0,M,W,AS,NR,-2.0,5.0,20.0,90.0,-1.0,0.0,-1.0,-1.0,I had a low score so I consistently voted for a high tax rate.,They seemed to vote about the same or even more than me.,rich,10,P,1
1239,33.0,M,W,BA,NR,-2.0,2.0,60.0,20.0,-1.0,-1.0,-1.0,1.0,believe taxing more would remove disparity between bonus results for participants,"feel like people could have more been more fair, but still did well",rich,10,P,1
1240,54.0,F,W,MA,CA,0.0,6.0,20.0,10.0,-2.0,-2.0,-2.0,-2.0,"To minimize the taxes I pay, so I can keep as much as possible.",They behaved irrationally an un-economically.,rich,10,R,1
1241,,,,,,,,,,,,,,,,hete,11,P,1
1242,40.0,M,W,BA,NR,-2.0,5.0,40.0,12.0,2.0,0.0,1.0,0.0,I did not see a benefit to setting the tax rate high for this particular study.,"I do not understand why they would set the tax rate so high, there is no benefit.",hete,11,R,1
1243,35.0,M,H,BA,NR,-2.0,4.0,80.0,28.0,2.0,-1.0,2.0,-1.0,No real reasoning behind it.,Indifferent,hete,11,R,1
1244,21.0,O,H,AS,NR,-1.0,3.0,65.0,3.0,-1.0,-1.0,0.0,-1.0,People with the highest scores didn’t want to redistribute and I did as someone with a low score.,People looked out for themselves in their decisions and chose the best outcome for them,hete,11,P,1
1245,43.0,M,W,BA,NR,-1.0,6.0,25.0,25.0,2.0,-2.0,2.0,0.0,I did not want to be super greedy,I would have been harsher if I were lower to start,hete,11,R,1
1246,,,,,,,,,,,,,,,,hete,11,P,1
1247,,,,,,,,,,,,,,,,hete,11,P,1
1248,53.0,F,W,HS,O,1.0,5.0,60.0,18.0,-2.0,-2.0,-2.0,-2.0,I was trying to be fair to everyone.,I feel like the points distribution was unfair.,hete,11,P,1
1249,26.0,M,O,AS,NR,-2.0,1.0,95.0,14.0,2.0,-2.0,2.0,-2.0,I wanted to choose a high number to displace the mean a bit but not too high. I didn’t seem to lose much and others didn’t gain that much though anyways,"I have no idea, I would want to see the numbers",hete,11,R,1
